Vd,Volts	Id,Amps(Vg=0) D5-step0.05-(-5V-5V)dark-2
0.000000000000000	0.000000007740869
0.050000000000000	-0.000000014141340
0.100000000000000	0.000000001567285
0.150000000000000	0.000000000258227
0.200000000000000	-0.000000005835721
0.250000000000000	0.000000020941960
0.300000000000000	-0.000000000817097
0.350000000000000	0.000000017034250
0.400000000000000	0.000000021074160
0.450000000000000	0.000000008324853
0.500000000000000	0.000000034065230
0.550000000000000	0.000000001489733
0.600000000000000	0.000000030540160
0.650000000000000	0.000000032200080
0.700000000000000	0.000000006842177
0.750000000000000	0.000000033913260
0.800000000000000	0.000000029065000
0.850000000000000	0.000000016765890
0.900000000000000	0.000000060547490
0.950000000000000	0.000000066042590
1.000000000000000	0.000000047711010
1.050000000000000	0.000000060965450
1.100000000000000	0.000000059741490
1.150000000000000	0.000000080089880
1.200000000000000	0.000000102531800
1.250000000000000	0.000000109812700
1.300000000000000	0.000000167160800
1.350000000000000	0.000000178042800
1.400000000000000	0.000000242693300
1.450000000000000	0.000000348439500
1.500000000000000	0.000000435003600
1.550000000000000	0.000000597379900
1.600000000000000	0.000000733022100
1.650000000000000	0.000000962676700
1.700000000000000	0.000001360522000
1.750000000000000	0.000001722091000
1.800000000000000	0.000002406409000
1.850000000000000	0.000002860348000
1.900000000000000	0.000003705608000
1.950000000000000	0.000003958922000
2.000000000000000	0.000005223292000
2.050000000000000	0.000005380349000
2.100000000000000	0.000005666144000
2.150000000000000	0.000006472297000
2.200000000000000	0.000007409232000
2.250000000000000	0.000008981807000
2.300000000000000	0.000008695203000
2.350000000000000	0.000011008380000
2.400000000000000	0.000012468360000
2.450000000000000	0.000013679490000
2.500000000000000	0.000015939250000
2.550000000000000	0.000018567270000
2.600000000000000	0.000021187330000
2.650000000000000	0.000036742480000
2.700000000000000	0.000033086650000
2.750000000000000	0.000036765610000
2.800000000000000	0.000040592230000
2.850000000000000	0.000044966770000
2.900000000000000	0.000056344650000
2.950000000000000	0.000059487430000
3.000000000000000	0.000062313680000
3.050000000000000	0.000069805640000
3.100000000000000	0.000075683440000
3.150000000000000	0.000082631460000
3.200000000000000	0.000091649410000
3.250000000000000	0.000098207830000
3.300000000000000	0.000109189700000
3.350000000000000	0.000119756200000
3.400000000000000	0.000125959600000
3.450000000000000	0.000139302700000
3.500000000000000	0.000145239300000
3.550000000000000	0.000153464000000
3.600000000000000	0.000163861900000
3.650000000000000	0.000170194600000
3.700000000000000	0.000176873100000
3.750000000000000	0.000191485900000
3.800000000000000	0.000189903600000
3.850000000000000	0.000198451600000
3.900000000000000	0.000205125500000
3.950000000000000	0.000214167100000
4.000000000000000	0.000218784100000
4.050000000000000	0.000227424800000
4.100000000000001	0.000235262400000
4.150000000000000	0.000241822400000
4.200000000000000	0.000245728400000
4.250000000000000	0.000249106800000
4.300000000000000	0.000258997900000
4.350000000000001	0.000262296400000
4.400000000000000	0.000270284700000
4.450000000000000	0.000281078300000
4.500000000000000	0.000283739300000
4.550000000000000	0.000290377000000
4.600000000000001	0.000296057700000
4.650000000000000	0.000301948800000
4.700000000000000	0.000307606600000
4.750000000000000	0.000314507400000
4.800000000000001	0.000318545300000
4.850000000000001	0.000325993000000
4.900000000000000	0.000344255700000
4.950000000000000	0.000362030100000
5.000000000000000	0.000388860600000
4.949999999999999	0.000392017200000
4.899999999999999	0.000407205100000
4.850000000000000	0.000423597700000
4.800000000000000	0.000429534700000
4.750000000000000	0.000485943100000
4.699999999999999	0.000464393600000
4.649999999999999	0.000466508400000
4.600000000000000	0.000469412900000
4.550000000000000	0.000466104400000
4.500000000000000	0.000462472900000
4.449999999999999	0.000455886300000
4.399999999999999	0.000453399500000
4.350000000000000	0.000445811400000
4.300000000000000	0.000442638100000
4.250000000000000	0.000440141200000
4.199999999999999	0.000437793100000
4.149999999999999	0.000437314800000
4.100000000000000	0.000432119000000
4.050000000000000	0.000432195300000
4.000000000000000	0.000431464500000
3.949999999999999	0.000426325900000
3.899999999999999	0.000428847900000
3.850000000000000	0.000423898500000
3.800000000000000	0.000419719500000
3.750000000000000	0.000417118900000
3.699999999999999	0.000411150800000
3.649999999999999	0.000403480700000
3.600000000000000	0.000394592100000
3.550000000000000	0.000382921400000
3.500000000000000	0.000375170100000
3.449999999999999	0.000365126200000
3.399999999999999	0.000355729600000
3.350000000000000	0.000344301500000
3.300000000000000	0.000332253800000
3.250000000000000	0.000324202800000
3.199999999999999	0.000312285400000
3.149999999999999	0.000300039900000
3.100000000000000	0.000289887300000
3.050000000000000	0.000277053500000
3.000000000000000	0.000267218400000
2.949999999999999	0.000253782800000
2.899999999999999	0.000243785300000
2.850000000000000	0.000230770700000
2.800000000000000	0.000218651100000
2.750000000000000	0.000209379500000
